# hostname;interval;timestamp;pswpin/s;pswpout/s
pgxl3;60;1440519747;0.00;0.00
pgxl3;60;1440519807;0.00;0.00
pgxl3;60;1440519867;0.00;0.00
pgxl3;60;1440519927;0.00;0.00
pgxl3;60;1440519987;0.00;0.00
pgxl3;60;1440520047;0.00;0.00
pgxl3;60;1440520107;0.00;0.00
pgxl3;60;1440520167;0.00;0.00
pgxl3;60;1440520227;0.00;0.00
pgxl3;60;1440520287;0.00;0.00
pgxl3;60;1440520347;0.00;0.00
pgxl3;60;1440520407;0.00;0.00
pgxl3;60;1440520467;0.00;0.00
pgxl3;60;1440520527;0.00;0.00
pgxl3;60;1440520587;0.00;0.00
pgxl3;60;1440520647;0.00;0.00
