# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
pgxl;60;1440519747;5002552;25985268;83.86;0;24699444;9418944;30.40;12426196;12414104;264
pgxl;60;1440519807;4967628;26020192;83.97;0;24706076;9456612;30.52;12461364;12414068;1952
pgxl;60;1440519867;4849872;26137948;84.35;0;24759692;9546792;30.81;12566220;12416472;696
pgxl;60;1440519927;4781480;26206340;84.57;0;24759980;9547532;30.81;12639564;12416476;124
pgxl;60;1440519987;4687712;26300108;84.87;0;24762028;9548392;30.81;12734448;12417588;296
pgxl;60;1440520047;4524468;26463352;85.40;0;24816244;9556580;30.84;12888116;12419896;17080
pgxl;60;1440520107;4428784;26559036;85.71;0;24819564;9559152;30.85;12986084;12420036;116
pgxl;60;1440520167;4340044;26647776;85.99;0;24819732;9559160;30.85;13078700;12420068;116
pgxl;60;1440520227;4208432;26779388;86.42;0;24849776;9567632;30.88;13204684;12421984;968
pgxl;60;1440520287;4100464;26887356;86.77;0;24888460;9576288;30.90;13309984;12423304;8660
pgxl;60;1440520347;4012416;26975404;87.05;0;24888564;9576200;30.90;13402432;12423156;72
pgxl;60;1440520407;3852528;27135292;87.57;0;24939816;9584196;30.93;13553340;12425504;21356
pgxl;60;1440520467;3760064;27227756;87.87;0;24961036;9584340;30.93;13648688;12426668;148
pgxl;60;1440520527;3692852;27294968;88.08;0;24962116;9584712;30.93;13718496;12427476;368
pgxl;60;1440520587;3644592;27343228;88.24;0;24962556;9584796;30.93;13765620;12427440;548
pgxl;60;1440520647;3994900;26992920;87.11;0;24725704;748848;2.42;13654736;12195428;40
